vote,n_vote,vote_count_ok,vote_count_nok,vote_count_mitige,optype,title,body,tsneX,tsneY,ptcol,ptcex,p_prop
0.875,32,28,2,2,"Education, jeunesse, Enseignement Supérieur, Recherche et Innovation","Supprimer la réforme du Lycée, véritable catastrophe qui promeut un lycée élitiste et un bac non républicain","<p>La réforme du lycée a 2 conséquences majeures :</p><ol><li>Le bac dépendra le l'établissement car plus de la moitié de la note sera une note de contrôle continu dépendant de l'établissement.</li><li>Le niveau d'enseignement dans les matières scientifiques sera extrêmement élevé, ce qui va exclure plus de 75% des élèves qui seront en échec dès la classe de seconde.</li><li>Les élèves des filières économiques et sociale n'auront plus de mathématiques adapté à leur filière, donc auront un handicap lorsqu'ils iront dans certaines écoles d'études commerciales où les mathématiques seront exigées.</li></ol><p> </p><p><br /></p>",16.9221784313527,32.0561805362412,#66BD6399,0.54370092181632,1.93011946976185e-05
0.363636363636364,11,4,7,0,"Education, jeunesse, Enseignement Supérieur, Recherche et Innovation","Reformer le \""""Mamouth\"""" ( et ce n'est pas un plébicite pour allegre le climatoseptique)","<p>Il faut changer le statut de l'EN</p><p>Statut de droit privé pour tous </p><p>Ramener le travail effectif à 35h avec des permanences pour les parents après 18h, du soutien scolaire pendant les vacances scolaires</p><p>fin de la protection des enseignants défaillants voire malfaisants</p><p>le choix de l'enseignement doit être un choix de métier et non pas d'avantages !!!!!</p>",-24.3321898872958,7.41983240645571,#FDAE6199,0.51502219187436,0.548828125
0.967741935483871,31,30,1,0,"Education, jeunesse, Enseignement Supérieur, Recherche et Innovation",Postes d'AVS dans l'education nationnale,<p>Créer des postes d'Assistant de Vie Scolaire permanent. </p>,-52.9875486704,-5.4281920539541,#1A985099,0.54233526800956,2.98023223876954e-08
0.5,4,2,0,2,"Education, jeunesse, Enseignement Supérieur, Recherche et Innovation",Valorisation de l'enfant,<p>Un respect mutuel entre l'élève et l'enfant et la valorisation.</p>,-1.51514361490305,-52.3999658412818,#FFFFBF99,0.50546261522704,1
0.75,8,6,2,0,"Education, jeunesse, Enseignement Supérieur, Recherche et Innovation",Moins de théorique plus de pratique,"<p>Apporter un minimum théorique puis mise en pratique par le jeu ou l'étude de cas avec auto-apprentissage \""""coaché\"""" puis complément de théorique à la demande. Plus d'exercices physiques pour oxygéner le cerveau .   Montessori et travail de groupe même dans le supérieur</p>",-2.40701553697668,3.74644872837722,#A6D96A99,0.51092523045408,0.2890625
0.529411764705882,34,18,11,5,"Education, jeunesse, Enseignement Supérieur, Recherche et Innovation",Service Minimum d'Accueil,"<p>Un texte de 2008 impose aux communes ou communautés de communes d'organiser le service minimim d'accueil des élèves de maternelles et élémentaires (en cas d'absence, grève, etc).</p><p>Ce  texte est clair : il vise à permettre aux parents de continuer sereinement l'exercice de leur activité professionnelle. </p><p>Aujourd'hui cette loi (comme beaucoup d'autres) n'est absolument pas respectée dans nombre de communes. Résultat : un.droit fondamental des élèves bafoué, des journées de travail perdues, une tension parents/prof croissante, et aucun compte à rendre par les élus. </p>",-3.88216631976672,-6.61572416783557,#FFFFBF99,0.54643222942984,0.864166240440682
1,3,3,0,0,"Education, jeunesse, Enseignement Supérieur, Recherche et Innovation",Une tête bien faite,"<p>Selon moi le libellé éducation nationale suggère qu'avant les apprentissages, le savoir la fonction de l'école est de former à l'esprit critique , d'initier des méthodes pour apprendre à apprendre</p>",3.1332774797231,-2.4052384437047,#1A985099,0.50409696142028,0.25
0.777777777777778,9,7,0,2,"Education, jeunesse, Enseignement Supérieur, Recherche et Innovation",Controle des pratiques de l éducation nationnale face au harcelement scolaire!sanction pour le personnel enseignant qui ne dénonce pas des faits de harcélement scolaire.,"<p>Certains directeurs ou directrices d'école n'hésitent pas ,par crainte d'entacher l'image de marque de l école,à régler les problémes de harcélement en interne,en convoquant les enfants harcelés, sans en parler aux parents.Ils n'hésitent pas à stigmatiser l'enfant harcelé en lui disant que le probléme vient de lui ,en incriminant les familles des enfants victimes de persecutions à l'école,en cachant des faits de harcélement étant ainsi dans le déni et la non dénonciation.On conseille trés souvent à tort, aux enfants harcelés,d'étre suivi par un psychologue.C'est une double sanction pour l'enfant harcelé et ce n'est pas juste.On produit des films sur le harcélement,on produit des campagnes autour de ce théme préoccupant,mais la réalité est toute autre!!!et c'est pour cette raison,que nous avons maintenant la survenue de suicide infantile!!!</p>",12.1527459499167,-32.9393716375565,#A6D96A99,0.51229088426084,0.1796875
0.145833333333333,144,21,115,8,"Education, jeunesse, Enseignement Supérieur, Recherche et Innovation",supprimer le statut des fonctionnaires,"<p>Le prof est mauvais il ne trouve pas de travail, cela me parait profondément juste...</p>\
\
<p>&nbsp;</p>",10.5593325221305,11.5837055497835,#D7302799,0.696654148173438,9.63508284638941e-19
0.25,36,9,27,0,"Education, jeunesse, Enseignement Supérieur, Recherche et Innovation",Améliorer l'école pour lutter contre le populisme,"<p>Le populisme augmente surtout en France (voir gilets jaunes).</p><p>Si les français avaient appris l'histoire, il comprendraient que les gilets jaunes peuvent être les dignes successeurs des chemises brunes de Monsieur Hitler et un tremplin pour Madame Le Pen ! </p>",22.3437237529753,-35.4873963562351,#F46D4399,0.54916353704336,0.00393317302223295
0.518518518518519,27,14,13,0,"Education, jeunesse, Enseignement Supérieur, Recherche et Innovation",Rétablir la semaine de 4 jours 1/2 dans l'enseignement élémentaire,"<p>Accepter de ne pas subordonner la semaine des enfants aux habitudes et rythmes de consommation des adultes, qui ne constituent peut-être pas pour les petits une véritable récupération.</p><p><br /></p><p><br /></p>",-31.7401067652463,-29.6037831100517,#FFFFBF99,0.53687265278252,1
0.333333333333333,3,1,2,0,"Education, jeunesse, Enseignement Supérieur, Recherche et Innovation",Partager la connaissance à l'université,"<p>Tous les cours doivent être en ligne accessibles à tous (étudiants ou non!)</p><p>Toutes les thèses doivent être publiques et accessibles a tous</p><p>Il faut arreter les recherches confidentielles qui n'intéresse que le (la carrière du) directeur de these, lues (au mieux) par les pairs, validées par les pairs. Hors de l'Université les gens ont aussi un cerveau.</p><p>Tout le monde profs, étudiants peut contribuer au savoir commun (wikipedia n'est pas qu'une source d'informations méprisable réservée aux étudiants).</p><p> Tout prof peut y contribuer et améliorer le contenu. Collaborer pour et avec les étudiants</p>",-2.55303891210417,37.8538101652286,#FDAE6199,0.50409696142028,1
0.333333333333333,6,2,4,0,"Education, jeunesse, Enseignement Supérieur, Recherche et Innovation",Création d’un revenu pour tous les étudiants,<p>Création d’un revenu pour tous les étudiants remboursable après leurs études </p>,-3.64712531940811,42.6822316302925,#FDAE6199,0.50819392284056,0.6875
1,1,1,0,0,"Education, jeunesse, Enseignement Supérieur, Recherche et Innovation",Reconnaissance et valorisation de l'innovation sociale,"<p>L'innovation est à notre époque prise dans son sens technologique, parce qu'elle est entendue comme devant être un moyen économique, domaine dont on connait la proéminence. L'innovation sociale, elle, est la force de création collective. Elle surgit dans des conditions particulières, souvent là où la société actuelle, au mieux, ne sait pas répondre.</p><p><br /></p><ul><li>reconnaître la valeur de l'innovation sociale comme un facteur de progrès collectif et d'unité ;</li><li>créer un observatoire de l'innovation sociale rendant compte sur le territoire des créations sociales collectives (mairies expérimentant des alternatives, zones d'autonomie et ZAD, hébergements auto-organisés, SCOOP et travail collectivisé, ville et jardinage, etc.) ;</li><li>créer un fond public de financement et favoriser les collaborations ;</li><li>encourager nationalement les initiatives, en faire un marqueur de la vitalité du territoire.</li></ul>",25.2386559715382,14.5752441342546,#1A985099,0.50136565380676,1
0.944444444444444,18,17,1,0,"Education, jeunesse, Enseignement Supérieur, Recherche et Innovation",Développer l’esprit critique par l’argumentation : de l’élève au citoyen,"<h1><br /></h1><p><br /></p><h2>L’art de penser et de parler</h2><p>L’argumentation, le débat, l’opinion sont les expressions majeures du langage humain. Breton situe l’émergence d’un savoir dans ce domaine en Grèce antique sous le nom de rhétorique. Au départ, la rhétorique désigne aussi bien l’argumentation que le raisonnement ou encore la manipulation d’opinions par des orateurs à la recherche d’outil de pouvoir. Pendant 2 500 ans, jusqu’à la dispersion des disciplines au XIX<sup>e</sup> siècle, « <em>la rhétorique va être le centre de tout enseignement »</em> (Breton, 2009). L’émergence de nombreuses études sur l’argumentation après la seconde guerre mondiale avec en particulier la parution de deux ouvrages fondamentaux, <em>Traité de l’argumentation :</em> <em>la nouvelle rhétorique</em> (Perelman &amp; Olbrechts-Tyteca, 1958) et <em>The Uses of Argument</em> (Toulmin, 1958) a donné un nouvel élan à ce champ de recherche. Les premiers étudient l’argumentation comme une ou plusieurs techniques discursives permettant de provoquer ou d’accroitre l’adhésion des personnes aux thèses présentées. Selon eux, un raisonnement peut convaincre sans être calculé, il peut être rigoureux sans être scientifique. Pour Toulmin, argumenter c’est avancer une thèse (<em>claim</em>) en l’appuyant sur des données (<em>data</em>) et sur des règles (<em>backing</em>). Cette thèse peut être revue et amendée selon certaines conditions (<em>rebuttal</em></p>",33.8491653918109,-4.02837572817391,#1A985099,0.52458176852168,0.00014495849609375
0.59375,32,19,8,5,"Education, jeunesse, Enseignement Supérieur, Recherche et Innovation",Salaire et autonomie,<p>Revalorisation du salaire des enseignements et plus grande autonomie des universités</p>,-31.620339433787,27.0077691858101,#FFFFBF99,0.54370092181632,0.377085587475449
0.5,4,2,2,0,"Education, jeunesse, Enseignement Supérieur, Recherche et Innovation","\"""" Mens sana in corpore sano \"""" !","<p>L'école se doit de cultiver l'esprit mais aussi le corps de nos jeunes .Quand je vois le nombre de gens en surpoids , de gens frêles , de toxicomanes ( tabac , drogue ... ) ; cela fait peur.</p><p>C'est sûr que ce n'est pas avec 2h de sport par semaine ( sans compter le temps d'explication et autre ) à faire du ping-pong ou du foot que nous auront une jeunesse athlétique .</p><p>L'école ne doit pas que former de futur travailleur mais aussi de futurs citoyens ; de futurs hommes . Je propose donc que nos jeunes fassent du sport quotidiennement afin de cultiver leurs corps ( ne pas ce limiter a du sport divertissement ) .</p>",15.805506854718,-24.0357276058424,#FFFFBF99,0.50546261522704,1
0.5,12,6,5,1,"Education, jeunesse, Enseignement Supérieur, Recherche et Innovation",STOP à la suppression des termes père et mère dans les formulaires scolaires,"<p>Il y a des mairies, ou des établissements, qui utilisent des formulaires indiquant « parent 1 et parent 2 », ou « parent A et parent B » ou « responsable légal 1 et responsable 2 »… La diversité des termes illustre comment les parents sont finalement considérés comme des «responsables légaux » parmi les autres, sans spécificité. Mais ces mesures sont idéologiques et injustes: pour éviter à certains de barrer une mention qui ne correspond pas à leur cas, on oblige tout le monde à entrer dans un concept de parenté hors sol : pour commencer, comment déterminer qui est le parent 1 et qui est le parent 2 ? Celui désigné comme parent 1 doit-il l'être systématiquement dans tous les formulaires, ou peut-on remplir tantôt dans un ordre et tantôt dans un autre ?</p><p>Discussions sans fin en perspective pour les couples père-mère se demandant alors que choisir : « qui est le parent 1 ? Moi, je ne suis pas plus important que l'autre et le parent 1 n'est pas plus important que le parent 2. » On marche sur la tête !</p><p>STOP à ces délires idéologiques qui n'ont pas leur place à l'Ecole !</p>",-19.1419915187861,-47.0001582884514,#FFFFBF99,0.51638784568112,1
0.150943396226415,53,8,42,3,"Education, jeunesse, Enseignement Supérieur, Recherche et Innovation",supprimer les allocations familliales,<p>on fait des enfants par amour pas pour toucher des subventions</p>,-30.6787879335778,-40.1201134083126,#D7302799,0.572379651758279,2.36835137723547e-07
0.836065573770492,61,51,6,4,"Education, jeunesse, Enseignement Supérieur, Recherche et Innovation",remplacer la prime de rentree scolaire par un achat groupé des fournitures au college,<p>remplacer la prime de rentree scolaire par un achat groupé des fournitures au college</p>,-48.5252101426949,-15.4849045705114,#66BD6399,0.583304882212359,9.62442508779807e-08
1,4,4,0,0,"Education, jeunesse, Enseignement Supérieur, Recherche et Innovation",AU SUJET DE LA PARENTALITE,"<p>Assurer une formation continue, permanente (et en continu) à la PARENTALITE ;</p>",-1.30083982622292,21.9138826349602,#1A985099,0.50546261522704,0.125
0.6,5,3,0,2,"Education, jeunesse, Enseignement Supérieur, Recherche et Innovation",Faire de l’égalité des chances enfin une réalité tangible,"<p>Parce que leur cerveau vaut mieux que notre logique comptable toute puissante. Rétablir enfin de bonnes conditions d'enseignements pour tous les enfants de ce pays.<strong><u>Faire de l’égalité des chances enfin une réalité tangible et non un éternel argument réchauffé de campagne</u></strong>. Un remaniement qui pourrait prendre appui sur quelques points non exhaustifs : </p><ul><li>L'école (publique) est avec la santé le service public (activité d'intérêt général !)  le plus précieux, il est donc impérieux qu'elle se désolidarise de cette logique économique et chiffrée, seul prisme analytique des politiques actuelles. </li><li>Cesser cette duplicité constante, qui consiste à déshabiller Pierre pour habiller Paul. Pierre étant l'établissement citadin et Paul l'établissement rural, dont on ne compte plus les fermetures. Sachant qu'il arrive même que Pierre soit pris pour Paul !</li><li>Cesser de précariser les conditions d'enseignement des professeurs débutants ou TZR (Titulaire sur Zone de remplacement) qui s'épuisent sur des trajets routiers de plus en plus déments au détriment d'un temps de qualité face à leurs élèves.</li><li>Rétablir l'autorité d'une professorat soutenu par une hiérarchie intègre et courageuse. </li><li>Cesser la cooptation et autre clientélisme délétères à la tête de certains poste clefs dans l'éducation nationale. Le copinage ne génère qu'une médiocrité croissante, et nous atteignons actuellement un pic critique. </li><li>Se départir de ce business plan hypocrite sous couvert de révolution pédagogique par le numérique et privilégier au contraire le contact avec la nature, l'humain, le Beau, l'émotionnelle à travers les projets qui sont menés à l'école.</li><li>Combattre le déterminisme social par des mesures concrètes élaborées par des humanistes au sens noble du terme et non par des technocrates irresponsables.</li><li>Cesser le misérabilisme face aux troubles de l'apprentissages et cette logique de sur-médicalisation de l'école. </li><li>Réhabiliter la notion de sacralité dans l'école : uniforme (?),  cours de civisme et/ou moral... </li><li>Responsabiliser les parents.La bienveillance tant vanté et encensée est tout simplement insensé sans un minimum de fermeté.</li><li>Construire des établissement scolaire plutôt que d'en fermer. Assisterions-nous à une inversion de la courbe démographique ? La mutualisation des structures est, par ailleurs, une aberration. </li><li>Cesser cette ethnocentrisme national puérile en matière d'éducation et s'inspirer des modèles d'enseignement qui marchent à l'étranger. La France n'est plus un modèle depuis fort longtemps. Un peu d'humilité et de réactivité s'imposent. </li></ul>",15.0485520555298,-15.1550146685723,#D9EF8B99,0.5068282690338,1
0.333333333333333,3,1,0,2,"Education, jeunesse, Enseignement Supérieur, Recherche et Innovation",Etudier est un investissement : Prêt à taux ZERO pour les étudiants,<p> </p><p>Attribution par l’état d’un prêt étudiant à taux ZERO de 9000€ par année d’étude. L’échéancier du remboursement du prêt d’adaptera aux revenus de l’étudiant. Les montants remboursés seront déductible des revenus. Etudier est un investissement identique à l’achat d’un outil de production. </p><p> </p><p>Les critères d’éligibilité et déblocage du prêt devront être défini par les associations d’étudiant et les ministères concernés.</p><p><br /></p>,-16.3052464127435,43.5329532221751,#FDAE6199,0.50409696142028,1
1,1,1,0,0,"Education, jeunesse, Enseignement Supérieur, Recherche et Innovation",Renforcement de l'enseignement général,"<p>De l'école primaire au lycée, renforcer l'enseignement général (culture générale). Durcir le niveau du B.A.C.</p>",-41.1955728178879,-0.725728079221674,#1A985099,0.50136565380676,1
1,5,5,0,0,"Education, jeunesse, Enseignement Supérieur, Recherche et Innovation",apprentissage,"<p>Comme en Suisse, valoriser l'apprentissage plutôt que de pousser tous les élèves vers des études supérieures</p><p>donner plus d'importances aux métiers manuels </p><p><br /></p>",12.2950807583071,41.7576728848042,#1A985099,0.5068282690338,0.0625
0.5,4,2,1,1,"Education, jeunesse, Enseignement Supérieur, Recherche et Innovation",École pour tous,"<p>Rendre facile l'accès aux écoles supérieures pour tous sans distinction religieuse, ethnique, idéologique, etc.</p>",11.6863344614976,2.4534710908749,#FFFFBF99,0.50546261522704,1
1,2,2,0,0,"Education, jeunesse, Enseignement Supérieur, Recherche et Innovation","permettre à tous les enfants d'aller seuls en sécurité à l'école, protéger leur transport à pied ou en vélo","<p>Réduire la vitesse aux abords des établissements scolaires, placer des agents de la circulation, élargir les trottoirs</p>",-22.8936556970115,-19.6987639419522,#1A985099,0.50273130761352,0.5
0.987577639751553,161,159,1,1,"Education, jeunesse, Enseignement Supérieur, Recherche et Innovation",Sortir de l'unique logique comptable pour la fermeture de classes en école élémentaire et maternelle,"<p>Aujourd'hui à partir d'un certain seuil de nombre d'élèves des classes ferment un peu partout en France pendant que d'autres ouvrent, cependant la fermeture d'une classe dans un établissement de 15 classes n'a pas le même impact que la fermeture d'une classe dans une petite école de 4 classes. </p><p><br /></p><p>Devraient être pris en compte en plus du nombre d'élèves effectifs de l'année à venir : </p><ul><li>des prévisionnels d'inscription pour les années futures</li><li>la taille des établissement, les seuils doivent être différents quand il y a 3-4 classes ou plus de 10. </li><li>s'il y a des doubles, triples, quadruples niveaux les classes ne devraient pas excéder 22 élèves en CE2-CM1-CM2 par exemple</li></ul>",-26.8081834505002,-10.7044431110842,#1A985099,0.719870262888358,8.92369852134968e-45
0.666666666666667,6,4,1,1,"Education, jeunesse, Enseignement Supérieur, Recherche et Innovation",Pédagogie participative,<p>Favoriser la coopération plutôt que la compétition</p>,-3.39358790824863,8.97349548797622,#D9EF8B99,0.50819392284056,0.6875
1,5,5,0,0,"Education, jeunesse, Enseignement Supérieur, Recherche et Innovation",Une école plus libre et en alternance,<p>1 - Mettre en place une réelle pédagogie différenciée. </p><p>2 - Proposer des apprentissages en ligne disponibles à tout moment et pour tous. </p><p>3 - Recentrer le travail des enseignants dans un travail de coaching de l'apprentissage. </p><p>4- des classes bien moins nombreuses. 15 élèves maxi par classe. </p><p>5- 15 heures en présence scolaire maxi par élève. </p>,-6.29039909246693,4.74348100567727,#1A985099,0.5068282690338,0.0625
0.88,25,22,1,2,"Education, jeunesse, Enseignement Supérieur, Recherche et Innovation",Favoriser la formation professionnelle,"<p class=\""""ql-align-justify\""""><strong><u>Favoriser « la formation professionnelle » pour dynamiser</u></strong> l’artisanat français et les vrais métiers depuis trop longtemps écrasés par l’Union Européenne. Cela passe par le patriotisme économique, l'arrêt des délocalisations de nos entreprises en passant par la nationalisation de certaines d'entre elles dans lesquelles nous investirrons.</p><p><br /></p>",5.14534011756979,26.9391414450697,#66BD6399,0.534141345169,0.000156521797180176
